reviewId,asin,source,date,rating,verified_purchase,helpful_votes,author,title,body,format,star_filter
R3PPPYCQ3T5L7G,0692901159,apify,2022-10-19,5,True,2,Denise H.,The best kidney disease books,"26 year old son was diagnosed with renal failure and told to just watch his protein & sodium intake. No guidelines or help with how to do that. Lots of research and found that the kidney MD's just let you flounder until there is dialysis, then there are dieticians to assist. NOT ACCEPTABLE. These books are invaluable!!",Format: Paperback,five_star
R3QFB88CYZZXR2,0692901159,apify,2022-09-30,5,True,52,A. Purse,This book is ACES!,My doctors have been reading my kidney tests for years and saying everything is fine. I switched from Blue Shield to Kaiser and what Kaiser does is send you your lab results directly and to the doctor. I learned from Kaiser that my kidney function is at 58%. I am 63 and I find that very concerning. I was taking lithium I’m a bipolar person and it adversely affected my kidneys. I stopped taking lithium and modified with the help of my psychiatrist and I bought this book. I started watching my phosphorus my protein and my sodium and I just got off the phone with my nephrologist and my kidney function on my last test was 78%! That is a dramatic improvement and I owe it 100% to this book. Not one doctor suggested that I should modify not one doctor told me I was at 58%. You have to find and fix your own problems you cannot rely on doctors to do it for you. The doctors don’t care if I die at 75 from kidney disease. I do. I don’t want to die early because I’m bipolar and have to take medication. I changed my meds with kidney function in mind and have modified my diet. This was a huge improvement and gives me great comfort. I’m so grateful for this book I can’t even tell you. Lee Hull has done your research for you he has backed up every word he said with quantifiable scientific research and that’s what I respect. Just the facts I’ll make my own decisions but give me the facts. I wish you the best in your kidney journey and this book will definitely definitely help.,Format: Paperback,five_star
R1ASO299R79OI6,0692901159,apify,2022-09-19,3,True,1,Jeannie H.,College level reading,This is more like a college book. Not a simple read and very detailed.,Format: Paperback,three_star
R2RPYO4YNJ4D8,0692901159,apify,2022-09-11,1,True,10,Charles H. Paul,Not written for the average person,I have spent 40 years technically writing complex technical content so the average person can understand it. This book does not do that. It is a chemistry book. There are no concrete examples to match the concepts to the real world. There are no sample menus. The cost for this book is more than reasonable if you are measuring cost against the weight of the book. What I got out of this book - there is virtually nothing you can eat so become a rabbit. I don’t get the max star ratings. This book as the disease is incomprehensible.,Format: Paperback,one_star
R1QEB76PUMA6BQ,0692901159,apify,2022-08-23,5,True,1,Lori,Great information,I ordered the book from my mother. It was very informative and full of information and good things to know,Format: Paperback,five_star
REC9OXECJS5QC,0692901159,apify,2022-07-27,4,True,18,Mary,Helpful to improve GFR.,"Did not follow the plan, but modified. Didn't take the supplement. Used for the general advice and it improved my GFR. Went from 49 to 62 in about a month.",Format: Paperback,four_star
R25POY5Y0G3OXR,0692901159,apify,2022-07-17,5,True,0,Angela Cooper,Stopping Kidney disease Book,I purchased this book for a family member whose kidneys are failing and going on dialysis very soon. I purchased the book as a gift and she said the book was very helpful and useful.,Format: Paperback,five_star
R1ZZ1C58QETYUS,0692901159,apify,2022-05-01,5,True,1,Rhoda Galvani,Great find,Finally a book that provides some hope for a person with progressing kidney disease.. Lots of research and an extensive bibliography to support pogram… Allows me to avoid dialysis and transplant… and find a way to not get sicker,Format: Paperback,five_star
RT5EVUX7WVESH,0692901159,apify,2022-04-29,1,True,12,Sharon,just an ad in book form,"I thought this book would help me with ways to keep my CKD in check. Instead, it was a book to sell you a product to do this. I don't need extra expense for something that may or may not be harmful to my kidneys. Needless to say, I trashed it already.",Format: Paperback,one_star
R3O3YTIL15PQYR,0692901159,apify,2022-04-10,1,True,3,al will,Small print,Didn’t read it because print is to small will give it away.,Format: Paperback,one_star
R35J60P0ANJ9ZF,0692901159,apify,2022-04-05,1,True,1,SGB,Thumbs down,Too technical. Not for ordinary peoplel.,Format: Paperback,one_star
R5WJOE2UO71ZL,0692901159,apify,2022-03-29,5,True,2,"Howard J. Porter, Jr.",This works from day1!,"For anyone dealing with comorbidities this plan is a common sense approach to peeling them off and doing away with them. Two weeks in and blood sugar is lowest it’s been in years, weight is dropping off and energy is returning.",Format: Kindle,five_star
R3W3AFVDJOY08F,0692901159,apify,2022-02-26,5,True,0,PSC Catlady,Very informative especially if you have CKD,"Much information and researched well, to help you learn/get educated on CKD",Format: Paperback,five_star
R174YB0AQZ7UKV,0692901159,apify,2022-02-25,1,False,0,A.C.,"His book is way too technical, & became extremely ill on his plan.","I didn't care for the book as it is way too technical, but did do his plan and supplement, & became extremely ill on his plan.",,one_star
R15OXQBF3FSMNU,0692901159,apify,2022-02-06,5,True,0,Debra Budde,Great,This helped me to raise my numbers by 3 points! I'm very glad I read it.,Format: Paperback,five_star
RNEUO97LXIHTN,0692901159,apify,2022-02-03,4,True,2,Paul A. Burnham,It works,"To follow all of his recommendations would require greater persistence and determination than I have, and practically becoming a vegetarian. I am not that dedicated. Basically, if you keep your daily PAL intake (explained in the book) below your kidney filtration rate you will make progress and improve your kidney function. I have been able to bring my rate up to 49% from 42%.",Format: Paperback,four_star
R8VTJEWYAD63Y,0692901159,apify,2021-12-21,5,True,3,High Desert,best book yet!,"This is the best and most comprehensive book on CKD that I've ever read. Yes it is technical; however, it fully explained what was happening to me both physically and psychologically, and it gave me confidence that I could take control and slow the progression of this disease. Not only have my labs improved, it is doubtful that I will ever need dialysis from following Lee's recommendations. Lee is no b.s. and walks the talk. He seems sincere about helping other kidney patients. I also take his supplements.",Format: Paperback,five_star
R11CYW13LPG60R,0692901159,apify,2021-12-08,4,True,25,Peter Rogers MD,Great book!,"Hull is a kidney patient who is trying to save himself. He energetically read through the literature on maintaining renal function, restored his own labs to normal, and wrote this book. Hull did a heroic job with this book! Hull leaves no stone unturned in trying to optimize renal function. All renal insufficiency patients should read it. Weaknesses of the book are that it is too long winded. It could have been 50% shorter. I am a physician expert in vascular disease and nutrition. I recommend that you watch the videos at my you tube channel ""Peter Rogers MD,"" then read this book. Hull goes into far more detail, than I do, but I'm better at getting to the key points fast. Understanding nutrition is key for protecting the kidneys. What do the kidneys do? The kidneys excrete nitrogen, and buffer pH. Where does nitrogen come from? Nitrogen comes from protein. Where does acid come from? Acid comes primarily from the amino acids in protein. How can you make life easier for your kidneys? Eat less protein! Especially less animal protein, because it is more acidic. These concepts and other like them can potentially help maintain your kidneys for multiple extra years before dialysis. Best wishes",Format: Paperback,four_star
R2VWCMVIV41XRR,0692901159,apify,2021-12-05,1,True,12,JokerFisher,Selling a Supplement,I bought this book expecting diet and regimen advice. What it actually is is a commercial in book form designed to sell a rather expensive specialized supplement.,,one_star
R2IBXUVFES42QM,0692901159,apify,2021-11-28,5,True,30,B. Terry,This Book Could Save Your Life!,"I was told by my doctor that my Kidneys were not functioning as good as they should be for someone my age and fitness level. So she told me to eat more veggies and lower my protein. So I stopped eating meat, only having a little every 3 weeks..No red meat at all. I increased my veggies and fruit. I was not too worried about it so I was not really strict about it as I should have been… Until I went to get my Covid booster and the nurse from another Primary Health location told me you have Chronic Kidney Disease STAGE2..I was Blown away!!! I was I not told this?? So I started to do my own reachers and really started to watch my diet. I had two weeks till I went in for my blood work to see if my GFR had improved. I also have high cholesterol. I was so relieved that my GFR was up, but still not normal and my cholesterol was down, but still not normal. That is when I decided to see what I could find about this disease and see if I could do anything to help myself. Stopping Kidney Disease book has been a EYE OPENER! I know now why I have high cholesterol, and bone loss. Kidney disease can and will cause all kinds of health problems if not taken seriously, by educating yourself and making changes now!! Don't wait till you are a Stage 3 or 4. Doctors don't seem to know anything about how serious this disease is. They will not care until you are in Stage 4 and 5..which is horrible to think that this where I was headed if I had not found this book. I know Stopping Kidney Disease has given me the knowledge to make the right changes. Do not just google and follow the foods that are recommended, a lot of them are wrong.",Format: Paperback,five_star
R2INDKT8QP1NSE,0692901159,apify,2021-10-04,1,True,18,Nancy,Wants to sell his supplement,All he wants to do is sell his supplements. Doesn't really help otherwise. Not worth the money to get the book or the waste of time to read it. Very disappointing.,Format: Paperback,one_star
R1Z1XM5HKVK175,0692901159,apify,2021-10-02,5,False,0,Amazon Customer,The CKD Bible,I 've learned so much from this book about my CKD. A must read!,Format: Paperback,five_star
R39TKLQDO1RCJN,0692901159,apify,2021-09-24,4,True,2,Y. E.,Worth the money,"This book was good. It did not offer any new information of that I had already read in other books. For me, all of the footnotes and reference guides were not necessary. It did seem to be filled with encouraging statements for progressing to a healthier lifestyle. I may start writing my own guide book for people that may want just the facts and no fluff. Is anyone spearheading a campaign to get the medical industry up to date with the endless possibilities to preventing this disease? In a nutshell, this is a good read. I may add more later.",,four_star
R3KTG4NO7DHPWI,0692901159,apify,2021-09-15,4,True,6,jlil,A relief to have an in depth explanation of kidney disease.,"I am very glad I found this after blood work showed I have stage 3 CKD. So far it has explained so much of what I have been experiencing in the past couple of years as far as changes in my body (loss of muscle, which I was trying to treat by eating more protein!), my urine (foamy), my energy levels (less), and more, all of which my MD could offer no good explanation. It doesn't focus on the anatomy & physiology of the process, but on what the relevant effects of diet and exercise are on your kidneys. You are what you eat! Still, many chapters are frustrating to read as they are poorly edited; sometimes do not offer an explanation of abbreviations, and you will find contradictions in a paragraph due to these errors. I have read about half the book so far. There is a lot to take in, some days I read just one chapter. Plan to get the diet and recipe book because it seems there isn't a whole lot of foods that are helpful to the kidneys.",Format: Paperback,four_star
RBUF3J0VSZ0PK,0692901159,apify,2021-09-15,5,True,1,susan goff,Lots of research explanations,Helpful,Format: Paperback,five_star
R2AVM7F9KB5V49,0692901159,apify,2021-09-10,5,True,3,E. West,Love this book,"Anyone suffering from kidney, liver or gastro diseases must give this philosophy a try. We saw drastic results in the first 3 weeks. Can't wait for the 90 day check in.",Format: Paperback,five_star
R3DFRG2QHHB5HV,0692901159,apify,2021-08-15,5,True,1,Georgia Nurse,Great gift for sister,My sister was diagnosed with stage 3 renal disease and she was thrilled to get this very informative book.,Format: Paperback,five_star
R1771WRQJHIAL8,0692901159,apify,2021-08-10,4,True,0,cheryl f.,Lots of info,Alot of info a little hard to read,,four_star
R2HBIPRPB1IBZL,0692901159,apify,2021-08-08,5,True,6,DOUGDAD,too late for me,"a very thorough book but it's too late for me now I am in stage 5 end stage renal failure with no donor option. DO NOT DELAY buy this book now, get pro help, see your doctor",Format: Paperback,five_star
R15V757HQ5OSOE,0692901159,apify,2021-08-05,5,True,3,The Arnold’s,Inspiring!,My 13 year old daughter has kidney disease and it was demoralizing how little the doctor did to inform us of the labs and next steps. This book gives light to a dark future and we now have a blueprint to kidney disease. Recommend!,,five_star
R35R3RNTBH7IQ2,0692901159,apify,2021-08-02,3,True,1,Sue Stronk,Big book. Too much to know.,A bit too technical.,Format: Paperback,three_star
R3T4I0LDNGXFPU,0692901159,apify,2021-07-23,5,True,0,nicole payne,Excellent condition,Excellent condition,Format: Paperback,five_star
R1E0UPOONVHNB9,0692901159,apify,2021-07-16,5,True,0,Clark R. Bachman,good book,what a good book,Format: Paperback,five_star
R13J1RGKXGUH4V,0692901159,apify,2021-07-10,5,True,1,Ann Christensen,THIS BOOK IS A GAME CHANGER.,"Lee hull has written an accessible a highly researched program for those suffering with kidney disease. I've gained huge insights and, most importantly, an action plan and motivation to see it through. I'm looking forward to getting more involved in Lee's kidney movement. Left improve our lives and our world!",Format: Kindle,five_star
R215EHORDRGO0M,0692901159,apify,2021-06-28,5,True,2,Retired Virginia Prof,Everything you need to know about CKD,"The author is informed and persuasive. The book is heavy on research findings. If you don't mind wading through scores of research reports to learn to take care of your CKD, this is THE tome for you. Following his research and advice, my egfr is up by 15, A1C is down to normal, and other tests are w/i normal limits within 3 months. Heavy on the plant-based diet. It takes discipline, but who wants dialysis? This guy explains it through legitimate published research by the experts.",Format: Paperback,five_star
R1SN4IA79SM1Y0,0692901159,apify,2021-06-14,5,True,6,Ladybird,Doctors won't tell you. Lee Hull will.,"I got this book because I wss diagnosed Stage 3. I went to my kidney doctor devastated and scared and ask what to do, what to eat and he said just go on the meteranian diet. OMG I read this book and Lee Hull says keep eating animal based protein and you are going 100mph towards kidney dialysis. I truly believe they want us on dialysis so they can make money. If you want to live READ THIS BOOK. I have changed my whole diet. I now know it is up to the patient to do the research if you want to live. Thank you LEE HULL for this book.",Format: Paperback,five_star
R3I9CHJR6D8496,0692901159,apify,2021-05-25,4,True,1,jump3187,Too much science,"This is a great book for anyone who needs to understand the ins and outs of CKD. A little too scientific. Could be boiled down to half it's size. Still, worth reading!",,four_star
R2D8LLOZH5KXDR,0692901159,apify,2021-05-23,5,True,0,Elvira,Good information,Liked it gives good information but too big of a book and overwhelming information,Format: Paperback,five_star
R17Q0V0AH9YO2E,0692901159,apify,2021-05-20,5,True,1,C. Cruz,Book : Stopping Kidney Disease,Just in time. Highly recommend this book if you have CKD.,Format: Paperback,five_star
R1QUN6XRHBKZSF,0692901159,apify,2021-05-12,1,True,2,William Hawkins,Not for my type of kidney disease,Did not apply to my type of kidney disease.,Format: Paperback,one_star
R2UVMCDJEJFHJ4,0692901159,apify,2021-05-04,5,True,2,Jackie McCausland,Save your life,"I believe this book is saving my sons life. He has kidney disease and since starting this diet his numbers are so much better!! Thank you to the author for all his research, time and decency to help others along with himself ❤️",,five_star
R2HQJAUZVZYPT2,0692901159,apify,2021-04-18,1,True,21,Claudia,Talk to doctor before starting this diet,I think this diet caused me to get an irregular heartbeat. Followed to the letter for a month. Started to feel short of breath. Also had tightness in chest. Went to ER and was told my heart is out of rhythm. Stopped immediately,Format: Paperback,one_star
R1W27MJVWLLLEV,0692901159,apify,2021-04-15,4,True,0,Paul Simister,Hard to read and understand but very important,"This is a long, technical book about doing what you can to slow or stop kidney disease from progressing, and even perhaps to put it into reverse by eating the right food and avoiding ingredients that harm your kidneys. It is therefore based on willpower and how well you can stick to the guidance. For me to do this, it's essential to understand why. Why I need to take action in stage 3 (to slow down progress to stage 4 and beyond) and why the diet says ""don't eat X, Y and X"" and ""do eat A, B and C"". I appreciate all the explanations and links to the research. The book was published in 2019, so it's quite up to date (I'm writing in early 2021). However, the book is a complicated read because of the multiple stages of kidney disease so only some of the research will be very relevant to you now. Much of it is hard to read and at a level I don't understand. The big message I'm getting is that meat and other animal products are bad for people with CKD. High in protein, acidic, high in nitrogen... I have criticisms. The book is very good for explaining why you shouldn't eat X because of risk factor/condition A etc. It's not good at pulling everything together. I've finished up very confused. I want a list of core ingredients I can use safely and others I can eat in moderation, either through small quantities or by making sure that if ingredient B is an issue in problem C, I must combine it with other ingredients that are low on that area. The author has developed a nitrogen free protein pill to top up protein requirements. On the one hand, it is good that someone is working on solutions, on the other, you can feel cynical about some of the content. Having checked what the NHS and UK kidney charities are saying about diet, this book is very extreme. I think it's great that it makes you think about what you eat. Unfortunately I'm left feeling frightened about eating pretty much everything because I've lost sight of the big picture. I am reducing the amount of animal protein I eat and I'll see what happens to my blood results.",,four_star
RO1RX10OIXCL6,0692901159,apify,2021-04-10,4,True,0,Delmer P Robinson,Great information but hard read.,Absolutely great information but hard to read. It is one medical study after another. I would prefer a condensed book with the information without all the studies. I am tempted to offer to pay my doctor to read it for me then tell me what it says.,Format: Paperback,four_star
RJT1ZBO8V0FDC,0692901159,apify,2021-04-06,5,True,0,Jay,A book to rely on.,This book is full of information for anyone concerned about CKD,Format: Kindle,five_star
R1CT7JAOMS2J5K,0692901159,apify,2021-03-31,4,True,1,Ronnie Snipes,Talk Talk . Just filling pages with useful information,I have very serious CKD and have read a lot of books on the subject and have a great kidney doctor. Upon closer examination I have to change to a more positive review. Some of the advice is questionable in relation to prevailing views but appears to be valid . The 500 pages is very long reflecting massive research but I would appreciate more of a summary of this research- less reading and more doing.,Format: Paperback,four_star
R1JCBPZ1XOWC5M,0692901159,apify,2021-03-27,5,True,1,Sandy,Huge book the ultimate information,"This book is ultra informative covers every aspect some parts are a little complicated to understand the first time but perseverance wins out. Goes into great detail. I am currently reading this, I would recommend it. You find yourself going back to reference information.",Format: Paperback,five_star
RJMA66UUQN6DP,0692901159,apify,2021-03-20,5,True,24,Smarter Now,What your doctor won't tell you,"I am 82 years old. I was diagnosed with stage 3 kidney disease in September of 2020 after being told for months before that that my falling eGFR was just due to congestive heart failure. After a week in the hospital in mid-October for what apparently was a multiple failure of body parts to work right, I, after 8 years of being vegan, decided that I needed more animal protein and went back to eating animals, mainly fish and chicken. During this period of time I noticed that my urine had a peculiar strong smell that lingered in the bathroom, but then I noticed that on days when I had little protein, the smell was gone. This led me to Hull's book. I am back on a low protein vegan diet and my eGFR has gone from a low of 30 in the hospital to 57. In recent blood tests, the eGFR went from 44 to 57 in two weeks after the diet change. When I told the nephrologist what I was doing, she was all for it and very supportive, but I suspect that if she stepped out of the ""approved"" narrative for the treatment of kidney disease in the medical community, she'd be facing rough criticism. In my opinion, the medical world in it's extreme reluctance to embrace change is often doing a real disservice to those who rely on it for competent advice and guidance.. Eating a low protein diet is not easy, especially if one has been used to meat-based meals. but I see this as an alternative to dialysis, clearly a life-style altering treatment. Keeping one's diet to under 30 grams of protein daily is a challenge. You will be surprised at how much protein there is in wheat and many vegetables and other grains. I you're looking for more good years of life with kidney disease, I heartily recommend this book and his other little book, Stopping Kidney Disease Food Guide, that has recipes that can give you an idea of how to pursue this kind of diet.",Format: Paperback,five_star
RQ7NBSEU7TERL,0692901159,apify,2021-03-16,4,True,0,Jan M.,Very in depth,"Way too technical at times. Had a lot of good info, but just a bit too much explanation.",,four_star
R3BRPHEQ8XSA4,0692901159,apify,2021-03-04,2,True,0,J McC,Stopping Kidney Disease,"It is a very heavy read, almost like a medical text book, Wish I had not ordered it.",Format: Paperback,two_star
R1W6KHEAALBN90,0692901159,apify,2021-02-09,4,True,1,Mary M.,Thorough and helpful.,Very thorough and helpful. Excellent book for anyone with CKD following a plant based whole foods diet.,Format: Paperback,four_star
R1SDEM341D4BKL,0692901159,apify,2021-02-02,5,True,0,Diamond,Important Kidney Book,This book is chock full of great information.,Format: Paperback,five_star
RDV4VXRBHY0JC,0692901159,apify,2021-01-25,4,True,2,Amazon Customer,who could benefit from this book,This is an excellent reference book on Kidney disease. It was a bit too technical for me. I tried to understand what I could and then passed the book on to someone with Polycystic kidney disease who has a medical background and would understands the anachronyms.,Format: Paperback,four_star
RJPIXG2HEQ2YT,0692901159,apify,2021-01-13,1,True,8,L.W,Over 500 pages of studies need basic answers.,This book was very technical. I need basics and answers in non study or non medical terms. I need help quickly looking for easier read and answer book. This seems like college material not the average person in need of help. Who is going to study 500 pages?,Format: Paperback,one_star
RHX93EKEFM8XW,0692901159,apify,2021-01-09,5,False,0,Laurie P.,Excellent!,Great book! Very informative!!!,Format: Paperback,five_star
R32KC3THXH764C,0692901159,apify,2020-12-29,5,False,3,Dinu,Buy the book before its to late. This book will teach you how to get the right nutrients.!!!,Amazing book. My gfr went from 26 to 33 percent within 2 months. The knowledge i gain from the book makes it clear for me that processed foods are really bad. Current doctor was not really supportive at all. If you want to hear more about my story. Just drop me an email to dinu@cargoregency.com.,,five_star
R1ZN0VV7COSYX0,0692901159,apify,2020-12-18,1,True,11,Janet Ann,THis book was a waste of my money.,I wanted a book that would tell me what my husband could and couldn't eat. And explain the disease in layman's language. Instead I got a book that is just a reiteration of studies with no real layman's insights.,Format: Paperback,one_star
RZIDXNKMAHMAI,0692901159,apify,2020-12-10,5,True,0,Stuart A. Landesberg,This book is awesome,The approach that Lee Hull advocates is truly game changing. I would recommend this book in a (healthy!) heartbeat to any and everyone.,Format: Kindle,five_star
