reviewId,asin,book,source,date,rating,verified,helpfulVotes,author,title,text,format,vine,flag
R918Y22CS8R1Z,1734262419,Stopping Kidney Disease Basics,junglee,2024-02-25,5,True,5,,Excellent Guide Book For CKD Diet,Purchased to assist with learning more about my CKD. Written by a patient. He has done lots of research and has been able to lower his initial stage. His book has helped numerous others in quest for improved health. Excellent guidelines and charts. Recommended to others.,Format: Paperback,False,
R3DR30FNCR4L70,1734262419,Stopping Kidney Disease Basics,junglee,2024-02-23,5,True,37,The Rebecca Review,Start Reading and Start Healing! How to Get Your GFR higher with Early Intervention!,"As someone who started my Chronic Kidney Disease journey in 2015 with a GFR of 57, which is stage 3, I have been all the way down to a GFR of 42 and recently as high as 68. Currently I am at a GFR of 58 and I'm doing fairly well. But the fact that I dropped 10 points has me concerned again. So I decided to get this book and read it from cover to cover to find out what else I can do to get my GFR to go up again. I assume I may just be eating too much protein again. After reading this book I realize I've defied the odds and am still alive nearly ten years later. I read one of Lee Hull's books back in 2019 and am now getting his cookbook as well. This fairly new book from 2022 has lots of patient success stories! Lee Hull always complies very organized and useful books and this book is for patients who want to try a complete program for early intervention and getting their GFR back up to a reasonable level so they can feel healthier. The author himself had his kidney disease go into remission after using the program described in this book and changing his eating habits. Some of the things this book discusses include: How to reduce uremic itching? Should you take sodium bicarbonate? How can you prevent malnutrition while on a low-protein diet? Why should you worry about vascular calcification? Should you worry about getting too many vitamins and minerals? This book makes a convincing case for the author's program. He also provides the most up-to-date information. This book will introduce you to the program but you should also go ahead and get ""Stopping Kidney Disease (2019) and Stopping Kidney Disease Food Guide (2019) like I did! These three books seem to work together. Other books I've found helpful for kidney disease include: Staying Health with Stage 3 Chronic Kidney Disease by the Medical Education Institute Save Your Kidneys by Dr. Edgar Lerma and Dr. Sanjay Pandya I am not a doctor, nor is this review medical advice but I believe Acacia fiber has helped me the most. I take one tablespoon in my coffee each morning. If my GFR can go from 42 to 68 because I started doing that and taking a kidney supplement, then I think there is hope. I have been taking Snap Kidney Health Support for a long time but recently I stopped taking it and am now taking it again. I also have been taking CALM magnesium. But those three things have helped me for a long time. Now I'm considering more options. Lee Hull believes kidney disease is a disease of excess. So if your GFR is falling you have to get all the information you can handle really fast! This book seems very helpful and wise. I'm happy I read it and will now look into more recipes and food suggestions in his cookbook. If information has kept me alive for almost ten years, I think there is hope!!!! Don't give up and keep reading! I'm going to research this program more and consider it in the near future. ~The Rebecca Review",Format: Paperback,False,
R1LSSVBA7CB2AX,1734262419,Stopping Kidney Disease Basics,junglee,2023-09-13,5,True,6,,useful information,Very thorough and backed by research and recommendations from major kidney associations in the US and Europe. The information was useful.,Format: Kindle,False,
RRXMDYRDRTAU,1734262419,Stopping Kidney Disease Basics,junglee,2023-08-31,5,True,3,,Excellent book.,Very readable. Excellent information. Filled with information that anyone dealing with kidney disease would benefit from.,Format: Paperback,False,
R8W60GGDDZ6TM,1734262419,Stopping Kidney Disease Basics,junglee,2023-08-18,5,True,10,Laura Lewis,Great book! Just what you need!,Great book if you or a loved one needs to pay diligent attention to kidney health and optimize function outside of doctors. Doctors want to prescribe drugs not get into the weeds with what you can and should do on your own. Good doctors should do both! This book is fairly priced with critical info and no 'filler' just to hit page counts.,Format: Paperback,False,
R1XJ6QLSXTA6MW,1734262419,Stopping Kidney Disease Basics,junglee,2023-07-27,5,True,5,,Extremely helpfull,Bought for my partner diagnosed with CKD three stage,Format: Paperback,False,
RVYKNCCTJYMEQ,1734262419,Stopping Kidney Disease Basics,junglee,2023-06-10,5,True,0,,easy to read easy to use,delivered quickly,Format: Paperback,False,
RMOU8O2VA5SVC,1734262419,Stopping Kidney Disease Basics,junglee,2023-03-30,5,True,1,,A must have research resource.,"A modern, well-researched book on latest advances, supplements that are available for kidney issues, diets, other books. Fair. Honest.",Format: Paperback,False,
R2X35O3KIB4OSU,1734262419,Stopping Kidney Disease Basics,junglee,2023-03-21,5,True,15,Amazon Customer,Stop kidney challenges by changing your diet,This is the first book that the information is easy to follow. As I read the book I could not put it down. Plus I began to implement the many suggestions. Getting ready to get my blood and urine test. I am expecting great news. Great book. I recommend it for all people with kidney disease. He talked about the trifecta. It is so true. There are three factors I must look at. I recommend this book for anyone with kidney disease.,Format: Paperback,False,
R2DGFHCSMRJ864,1734262419,Stopping Kidney Disease Basics,junglee,2023-03-16,5,True,4,,This is a Great Book & If you care about your life Essential,Made a big difference in my life. If you can do what is required ( Not Easy) your kidney will IMPROVE. EFGR of 30 when I started & Ended Up at 59 months later. Doctor in begining told me It would never get better ONLY WORSE You just have to decide you want to live & do what is Required.,Format: Paperback,False,
R2QFQ2ZN3GWIA3,1734262419,Stopping Kidney Disease Basics,junglee,2023-03-13,1,False,7,KS,Not worth it,"This book is a sales pitch for Albutrix, I wish I could return it get a book with better information",Format: Paperback,False,
RE8F8PBIC60HN,1734262419,Stopping Kidney Disease Basics,junglee,2023-01-21,5,True,13,,Awesome book to educate anyone who is suffering with Kidney Disease.,I learned exactly how to eat and what to not put in my body that will help or harm my kidneys. Information that I could not get from other sources. It's sister book shows you recipes to hp you get started. This book will help you get serious about maintaining your kidney health and explain the numbers you hear from test and help you to make informed decisions regarding your kidney health to help others that are helping you.,Format: Paperback,False,
R138NLYJICJCO3,1734262419,Stopping Kidney Disease Basics,junglee,2023-01-09,5,True,12,,this book is unbelievable it has helped me tremendously,I have to recommend this book to anybody who has been told they have kidney disease because Mr. Hull helped make the understanding of this disease so much easier to be able to handle. Thank you so much for all your hard work and dedication to helping me,Format: Kindle,False,
R1ONZYXHKW18OM,1734262419,Stopping Kidney Disease Basics,junglee,2022-11-27,5,True,6,,excellent!,Very succinct and clearly explained. Very encouraging. Don’t be frightened off by the concept of plant based—it’s worth it to see your labs improve and to have hope again!,Format: Kindle,False,
R2UYK8HTEHJCD,1734262419,Stopping Kidney Disease Basics,junglee,2022-11-13,5,True,1,,Stopping Kidney Disease Basics:,A good reference for helping me be my own self-advocate to get the quality of health care I need to manage and slow down what I can't stop. I can't change my DNA but I can choose how to better manage what I can control. A great resource for help working with communication to my medical support teams.,Format: Paperback,False,
RHLZAJTL4J3B8,1734262419,Stopping Kidney Disease Basics,junglee,2022-10-19,5,True,4,,Kidney disease,"26 year old son was diagnosed with renal failure and told to just watch his protein & sodium intake. No guidelines or help with how to do that. Lots of research and found that the kidney MD's just let you flounder until there is dialysis, then there are dieticians to assist. NOT ACCEPTABLE. These books are invaluable!!",Format: Paperback,False,
R3QTJHSVAG56RO,1734262419,Stopping Kidney Disease Basics,junglee,2022-09-18,5,True,4,,Excellent educational book,I recommend this book to anyone that wants to be knowledgeable about their condition. You will be glad you did!,Format: Kindle,False,
R1QD8PRX95GHC9,1734262419,Stopping Kidney Disease Basics,junglee,2022-08-26,5,True,6,,Excellent book,"A highly recommend anybody who isn't kidney failure no matter what stage, you need to read this book. It not only isn't formative It not only is informative and well written and well researched It also makes a lot of sense. It tells you everything Then a nephrologist will not tell you No matter how many times you ask.",Format: Kindle,False,
R3AZJ5SE5DHSCE,1734262419,Stopping Kidney Disease Basics,junglee,2022-08-11,5,True,9,,the Kidney Patient’s Bible,I fully expect the things that I am learning from reading this book to change my life for the better. I’m a nurse & this book has already taught me much about my kidney disease & how to overcome it well.,Format: Kindle,False,
R22BICM5J4CYIK,1734262419,Stopping Kidney Disease Basics,junglee,2022-07-20,3,True,68,Crzyoldone,Not for everyone,"I was (mistakeninly) diagnosed with stage 3 Chronic Kidney Disease or CKD3. I panicked and looked for solutions to slowing or reversing the disease. I came across this book and its companion book, Stopping Kidney Disease Food Guide. I devoured both books then started the plan laid out in the book. After a week of unsatisfying meals, I sat down with my daughter, whom I live with, to discuss my options. With the genes I was blessed with, at age 73, I have a good 10-12 years ahead of me. She pointed out that after a lifetime of caring for others and living a good full life, I deserved to be happy and fulfilled during the rest of my life. We agreed to modifying my eating habits considerably, but not to deprive myself so much that I would not look forward to those remaining years. I made changes in my salt and protein consumption and cut out high potassium foods. My diet is much easier to follow and I can still have an occasional ice cream cone or dinner out without feeling I am not taking care of my health, and therefore feeling guilty. This eating plan is great for people who can stick to it. I think if there is family history of kidney disease with dialysis, that this might be something to consider. My CKD ( which has been now diagnosed as stage 2) is a result of decades of chronic pain treatment from a back injury. I use CBD now and a spinal cord stimulator to control my pain, so I no longer need opioid or NSAIDS. I appreciate the information in these books and the years of research behind them. But I have found a way that is working for me.",Format: Paperback,False,
R1F96EGMW3GZCS,1734262419,Stopping Kidney Disease Basics,junglee,2022-07-13,5,True,0,,Good information,Very good,Format: Paperback,False,
R6GR56YDZ7P13,1734262419,Stopping Kidney Disease Basics,junglee,2022-06-20,5,True,27,University Doc,"Nice, condensed, informative edition! Highly recommend!","I already own a full copy of the full edition of this book. (See my review on amazon) This is also a great book, but it is condensed down in laymen's easy to understand wording and smaller in size. As a person with CKD I can only say that this book is an invaluable resource to share with your family, friends and physicians. Not as thorough as the full version with tests, etc. but complete. Highly recommend.",Format: Paperback,False,
R280H8UP5V5BUZ,1734262419,Stopping Kidney Disease Basics,junglee,2022-06-12,5,True,8,,Best book on subject,"This is the best book because, from my experience, it is not written by a doctor. I went to many doctors but never got as much information as I did from this book and from someone who lives with this condition and is nuanced in explaining the details.",Format: Kindle,False,
R3LCXVR12ZUCYZ,1734262419,Stopping Kidney Disease Basics,junglee,2022-06-12,1,True,15,S. McCloud,It's an advertisement,I didn't realize that it was actually an advertisement for products the author developed...,Format: Paperback,False,
R1UAY2SIUFWAZ3,1734262419,Stopping Kidney Disease Basics,junglee,2022-06-01,5,True,6,,Read for Results,I read this book and went to the doctor for a blood test for my kidneys. My kidneys had improved by me reading the booking and taking the advice I read. I am so thankful.,Format: Paperback,False,
R11057G7T6ZI3C,1734262419,Stopping Kidney Disease Basics,junglee,2022-05-06,5,True,11,,A Solution to Chronic Kidney Disease,"There are 3 books in the series. They put forth how to salvage failing kidneys. The old method of focusing on phosphorus, potassium, and salt to protect the kidneys is expanded to control a combination of food and nutrients. so not to stress the kidneys. If the kidneys only have 60% functionality then you must reduce its processing content to 60%",Format: Kindle,False,
R36W44OX65KMUL,1734262419,Stopping Kidney Disease Basics,junglee,2022-04-12,5,True,0,,loads of information,purchased for my daughter and was amazed the information plus its updated information and finally a book on kidney disease that doesnt coat a fortune,Format: Paperback,False,
R3J9RM0AQ5KB8O,1734262419,Stopping Kidney Disease Basics,junglee,2022-04-04,5,True,10,,Ends the confusion of CKD,"I was diagnosed with CKD, HP, and Hypothyroidism in 2019. I felt totally lost on how to care for myself until I ready Lee Hull's books (I have all three books). I finally have real information on what my labs mean, what I should eat, and how to care for myself. My goal is to stay off dialysis, and I believe I can do it with the help of these books. Highly recommended!!! Thanks Lee!",Format: Paperback,False,
R1PBN9YDBW2A91,1734262419,Stopping Kidney Disease Basics,junglee,2022-03-26,5,True,13,Rebecca,Very understandable,I ordered the first Stopping Kidney Disease Book and was really overwhelmed with trying to retain all the information plus know how to incorporate it into my life. I thought many times that I wish there was condensed or simplified how to version. I must have not been the only one to feel that way cause this book was written. Oh so much easier to retain the information because it is very understandable and makes so much sense. Thank you!,Format: Paperback,False,
R3A1UFEBMT2E6P,1734262419,Stopping Kidney Disease Basics,junglee,2022-03-25,5,False,4,,Must read,"If you are wanting to gain information, work in the medical field or a patient with CKD, this is a must read. It is very informative. Mr. Hull does a great job of taking a complex disease and simplifying the information so that anyone can understand and take in all the great information.",Format: Kindle,False,
R2WHBJA3Q3KYCJ,1734262419,Stopping Kidney Disease Basics,junglee,2022-03-25,5,True,11,,Just 2 hours!,"Just what I needed: an easier to understand version of what kidney patients need to slow kidney disease. I have followed Mr. Hull's work for years, but this book has some new info. As billed, it took me about two hours to read, but honestly, every kidney patient should read this book.",Format: Paperback,False,
R6EQNAB5PUUUS,1734262419,Stopping Kidney Disease Basics,junglee,2022-03-22,5,False,11,,A plan that really works for those with Chronic Kidney Disease,"I have read this book twice as it is so good to find something that will work for people with stages of CKD. This book is meant for non-clinical people and it takes a complex issue and makes it understandable. The program that is recommended is based on clinical studies and usage with hundreds of people. The patient stories that are integrated in the text are helpful and point to the fact that regular people can actually have success in stopping kidney disease. If you have chronic kidney disease and your doctor states that there is nothing to do, you MUST read this book and try the program for 90 days. Dialysis is not fun and this program has the potential for you to avoid dialysis.",Format: Paperback,False,
